GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECIS,SOURCE,NOTES,FATALITIES
500,805UGA,90008,6/4/2000,2000,1,Violence against civilians,Karamajong Ethnic Militia (Uganda),,4,Civilians (Uganda),,7,47,Uganda,Acholi,Agago,,Agago County,2.8333,33.3333,2,BBC Monitoring Africa - Political 8/4/00,Series of severe attacks by Karamojong warriors - the Ugandan army intervened leading to battles,0
500,807UGA,90010,6/4/2000,2000,1,Violence against civilians,Karamajong Ethnic Militia (Uganda),,4,Civilians (Uganda),,7,47,Uganda,Lango,Otuke,,Otuke,2.5,33.5833,2,BBC Monitoring Africa - Political 8/4/00,Series of severe attacks by Karamojong warriors - the Ugandan army intervened leading to battles,0
500,804UGA,90007,6/4/2000,2000,1,Battle-No change of territory,Karamajong Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-),,1,14,Uganda,Acholi,Agago,,Agago County,2.8333,33.3333,2,BBC Monitoring Africa - Political 8/4/00,"Series of attacks on civilians by Karamojong warriors - 71 killed by 7/4/00 (coded on that date), 70,000 people displaced, severe looting, the situation led to fears of famine",14
500,806UGA,90009,6/4/2000,2000,1,Battle-No change of territory,Karamajong Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-),,1,14,Uganda,Lango,Otuke,,Otuke,2.5,33.5833,2,BBC Monitoring Africa - Political 8/4/00,"Series of attacks on civilians by Karamojong warriors - 60,000 people displaced, severe looting, the situation led to fears of famine",0
500,809UGA,90012,7/4/2000,2000,1,Violence against civilians,Karamajong Ethnic Militia (Uganda),,4,Civilians (Uganda),,7,47,Uganda,Acholi,Agago,,Agago County,2.8333,33.3333,2,BBC Monitoring Africa - Political 8/4/00,Series of severe attacks by Karamojong warriors - the Ugandan army intervened leading to battles,0
500,811UGA,90014,7/4/2000,2000,1,Violence against civilians,Karamajong Ethnic Militia (Uganda),,4,Civilians (Uganda),,7,47,Uganda,Lango,Otuke,,Otuke,2.5,33.5833,2,BBC Monitoring Africa - Political 8/4/00,Series of severe attacks by Karamojong warriors - the Ugandan army intervened leading to battles,0
500,808UGA,90011,7/4/2000,2000,1,Battle-No change of territory,Karamajong Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-),,1,14,Uganda,Acholi,Agago,,Agago County,2.8333,33.3333,2,BBC Monitoring Africa - Political 8/4/00,"Series of attacks on civilians by Karamojong warriors - 71 killed by 7/4/00 (coded on that date), 70,000 people displaced, severe looting, the situation led to fears of famine",14
500,810UGA,90013,7/4/2000,2000,1,Battle-No change of territory,Karamajong Ethnic Militia (Uganda),,4,Military Forces of Uganda (1986-),,1,14,Uganda,Lango,Otuke,,Otuke,2.5,33.5833,2,BBC Monitoring Africa - Political 8/4/00,"Series of attacks on civilians by Karamojong warriors - 60,000 people displaced, severe looting, the situation led to fears of famine",0
500,812UGA,90015,8/4/2000,2000,2,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Gulu,,Aswa County,3,32.5,2,BBC Monitoring Africa - Political 8/4/00,"Series of attacks on civilians by Karamojong warriors in Atiaba Parish, Ruod Obilo village of Aswa county - 71 killed by 7/4/00 (coded on that date), 70,000 people displaced, severe looting, the situation led to fears of famine",15
500,813UGA,90016,13/04/2000,2000,1,Battle-No change of territory,LRA: Lord's Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Uganda,West Nile,Adjumani,,Zoka Forest,3.0833,31.6833,1,BBC Monitoring Africa - Political 18/4/00,Ugandan army killed the second in command of a LRA rebel group along with 4 others in a battle,5
500,814UGA,90017,15/04/2000,2000,3,Non-violent activity by a conflict actor,UNRF II: Uganda National Rescue Front II,,2,,,0,20,Uganda,West Nile,Yumbe,,Drajini,3.4464,31.2703,2,"UN IRIN, 6/12/2001",UNRF II rebels recruiting child soldiers,0
500,815UGA,90018,15/04/2000,2000,3,Non-violent activity by a conflict actor,UNRF II: Uganda National Rescue Front II,,2,,,0,20,Uganda,West Nile,Arua,,Kitini,3.01917,30.93083,2,"UN IRIN, 6/12/2001",UNRF II rebels recruiting child soldiers,0
500,816UGA,90019,16/04/2000,2000,1,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Gulu,,Paicho,2.88194,32.45056,2,All Africa 24/4/00,LRA rebels ambushed a 19 vehicle aid convoy returning from southern Sudan - 1 person was killed,1
500,817UGA,90020,24/04/2000,2000,2,Battle-No change of territory,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Western,Kabarole,,Fort Portal,0.69389,30.26639,3,Xinhua News Agency 28/4/00,Ugandan army captured a senior ADF rebel commander along with other rebels,0
500,818UGA,90021,25/04/2000,2000,2,Violence against civilians,Military Forces of Uganda (1986-),,1,Civilians (Uganda),,7,17,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,3,BBC Monitoring Africa - Political 25/4/00,A Ugandan soldier shot dead one girl and injured 4 other people at a disco - the incident was not related to any military operation,1
500,819UGA,90022,1/5/2000,2000,2,Battle-No change of territory,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Western,Bundibugyo,,Bundibugyo,0.7414,30.0417,3,BBC Monitoring Africa - Political 3/5/00,Ugandan army killed ADF rebel commander and 5 others,6
500,821UGA,90024,3/5/2000,2000,2,Violence against civilians,Karamajong Ethnic Militia (Uganda),,4,Civilians (Uganda),Pokot Ethnic Group (Kenya),7,47,Uganda,Karamoja,Kotido,,Kotido,2.9806,34.1331,3,Associated Press Newswires 3/5/00,Karamajong warriors attacked Pokot herders from Kenya,0
500,820UGA,90023,3/5/2000,2000,2,Battle-No change of territory,Karamajong Ethnic Militia (Uganda),,4,Pokot Ethnic Militia (Kenya),,4,44,Uganda,Karamoja,Kotido,,Kotido,2.9806,34.1331,3,Associated Press Newswires 3/5/00,"Karamajong warriors attacked Pokot herders from Kenya leading to a battle - 35 Karamojong and 25 Pokot killed, 3500 heads of cattle stolen",60
500,822UGA,90025,7/5/2000,2000,1,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Acholi,Lamwo,,Palabek,3.4333,32.5667,1,BBC Monitoring Africa - Political 11/5/00,LRA rebels are reported to have crossed into Kitgum District from Sudan,0
500,823UGA,90026,12/5/2000,2000,1,Battle-No change of territory,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Western,Bundibugyo,,Semliki National Park,0.8167,30.0667,2,BBC Monitoring Africa - Political 12/5/00,Ugandan army battled with Ugandan army - the army had been deployed to coincide with a presidential visit,0
500,824UGA,90027,15/05/2000,2000,1,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Gulu,,Palenga,2.55722,32.36778,3,"BBC Monitoring Africa - Political 17/5/00, All Africa 17/5/00","LRA rebel ambush and looting on a taxi- 3 civilians killed, 1 seriously wounded",3
500,825UGA,90028,15/05/2000,2000,3,Non-violent activity by a conflict actor,UNRF II: Uganda National Rescue Front II,,2,,,0,20,Uganda,West Nile,Yumbe,,Drajini,3.4464,31.2703,2,"UN IRIN, 6/12/2001",UNRF II rebels recruiting child soldiers,0
500,826UGA,90029,15/05/2000,2000,3,Non-violent activity by a conflict actor,UNRF II: Uganda National Rescue Front II,,2,,,0,20,Uganda,West Nile,Arua,,Kitini,3.01917,30.93083,2,"UN IRIN, 6/12/2001",UNRF II rebels recruiting child soldiers,0
500,827UGA,90030,16/05/2000,2000,1,Battle-No change of territory,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Western,Bundibugyo,,Semliki National Park,0.8167,30.0667,2,BBC Monitoring Africa - Political 19/5/00,Ugandan army battled with ADF rebels ,0
500,829UGA,90032,17/05/2000,2000,1,Battle-No change of territory,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Western,Kasese,,Rwenzori Mountains,0.35518,29.87757,2,"Dow Jones International 19/5/00, Associated Press Newswires 19/5/00",Ugandan army capture 5 top ADF rebel commanders,0
500,828UGA,90031,17/05/2000,2000,2,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Gulu,,Koro,2.7167,32.3167,2,All Africa 17/5/00,LRA rebel attack - children were abducted,0
500,830UGA,90033,25/05/2000,2000,2,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Kamwenge,,Dura Area,0.2,30.45,2,BBC Monitoring Africa - Political 25/5/00,ADF rebel attack - several people were abducted and animals stolen,0
500,831UGA,90034,25/05/2000,2000,2,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Kamwenge,,Dura Area,0.2,30.45,2,BBC Monitoring Africa - Political 25/5/00,ADF rebel attack - several people were abducted and animals stolen,0
500,832UGA,90035,27/05/2000,2000,1,Non-violent activity by a conflict actor,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,,,0,20,Uganda,Western,Hoima,,Hoima,1.4356,31.3436,3,BBC Monitoring Africa - Political 30/5/00,ADF rebels entered Hoima District through Bugoma forest - the rebels were feeling from Ugandan army deployment in Kibale (response to recent ADF rebel attacks),0
500,834UGA,90037,28/05/2000,2000,1,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,3,All Africa 1/5/00,"ASDF rebels attacked a trading centre - 4 civilians were killed, 6 abducted",4
500,833UGA,90036,28/05/2000,2000,1,Battle-No change of territory,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Military Forces of Uganda (1986-),,1,12,Uganda,South Western,Kabale,,Ngezi Rwebekuma,-1.2,29.85,1,All Africa 31/5/00,"Fighting between ADF rebels and Ugandan army - 10 rebels were killed, 2 civilians were rescued and weaponry recovered",10
500,836UGA,90039,30/05/2000,2000,2,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Hoima,,Hoima,1.4356,31.3436,2,All Africa 31/5/00,ADF rebels killed 4 people in an unnamed village,4
500,835UGA,90038,30/05/2000,2000,1,Battle-No change of territory,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Western,Hoima,,Bugoma,1.19806,30.93528,2,All Africa 31/5/00,Fighting between ADF rebels and Ugandan army in Bugoma forest,0
500,837UGA,90040,5/6/2000,2000,1,Violence against civilians,Dodoth Ethnic Militia (Uganda),,4,Civilians (Uganda),Jie Ethnic Group (Uganda),7,47,Uganda,Karamoja,Kotido,,Kotido,2.9806,34.1331,3,"Africa Research Bulletin Vol. 37 No. 6, 2000",Dodoth ethnic group attacked Jie clan in a raid ,0
500,839UGA,90042,7/6/2000,2000,1,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Bundibugyo,,Bundibugyo,0.7414,30.0417,3,BBC Monitoring Africa - Political 10/6/00,ADF rebels attacked a camp for displaced people - 5 people were killed between two camps (coded separately),2
500,840UGA,90043,7/6/2000,2000,1,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Bundibugyo,,Bundibugyo,0.7414,30.0417,3,BBC Monitoring Africa - Political 10/6/00,ADF rebels attacked a camp for displaced people - 5 people were killed between two camps (coded separately),3
500,838UGA,90041,7/6/2000,2000,1,Battle-No change of territory,LRA: Lord's Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Acholi,Lamwo,,Palabek,3.4333,32.5667,1,"BBC Monitoring Africa - Political 10/6/00, 11/6/00","Ugandan army fought with LRA rebels - 6 rebels were killed, 100 abductees were rescued",6
500,841UGA,90044,10/6/2000,2000,2,Battle-No change of territory,LRA: Lord's Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Acholi,Gulu,,Acholi District,3,32.5,3,BBC Monitoring Africa - Political 10/6/00,Ugandan army ambushed LRA rebels as they attempted to cross into Acholiland from their Sudanese bases,0
500,843UGA,90046,11/6/2000,2000,1,Violence against civilians,Dodoth Ethnic Militia (Uganda),,4,Civilians (Kenya),Turkana Ethnic Group (Kenya),7,47,Uganda,Karamoja,Kotido,,Kotido,2.9806,34.1331,3,"BBC Monitoring Newsfile 17/6/00, Africa Research Bulletin Vol. 37 No. 6, 2000",Ugandan Karamojong Dodoth herdsmen killed over 70 Kenyan Karamojong Turkana clan cattle-farmers who had entered into north-eastern Uganda to graze their cattle,70
500,842UGA,90045,11/6/2000,2000,1,Battle-No change of territory,Dodoth Ethnic Militia (Uganda),,4,Turkana Ethnic Militia (Kenya),,4,44,Uganda,Karamoja,Kaabong,,Kasile,3.33333,34,1,BBC Monitoring,Ugandan Karamojong attack armed Turkana herdsmen,70
500,845UGA,90048,12/6/2000,2000,1,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Hoima,,Hoima,1.4356,31.3436,3,Agence France-Presse 13/6/00,ADF rebels abducted civilians - 1 civilian was killed,1
500,846UGA,90049,12/6/2000,2000,1,Battle-No change of territory,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Western,Hoima,,Kyangwali,1.2167,30.8167,2,BBC Monitoring Africa - Political 13/6/00,Ugandan army attempted to rescue over 20 civilians from ADF rebels - 1 soldier was killed,1
500,844UGA,90047,12/6/2000,2000,1,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Nwoya,,Gulu District,2.75,32,3,BBC Monitoring Africa - Political 13/6/00,Kitgum Resident District Commissioner was killed by LRA rebels ,0
500,847UGA,90050,15/06/2000,2000,2,Battle-No change of territory,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Military Forces of Uganda (1986-),,1,12,Uganda,South Western,Ibanda,,Ibanda Town,-0.1539,30.5319,1,BBC Monitoring Africa - Political 22/6/00,Ugandan army shot dead 3 suspected ADF rebels ,3
500,848UGA,90051,15/06/2000,2000,3,Non-violent activity by a conflict actor,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,,,0,20,Uganda,South Western,Ibanda,,Ibanda Town,-0.1539,30.5319,1,BBC Monitoring Africa - Political 22/6/00,ADF rebels rae reported to have infiltrated the area,0
500,851UGA,90054,15/06/2000,2000,3,Non-violent activity by a conflict actor,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,,,0,20,Uganda,Western,Kabarole,,Fort Portal,0.69389,30.26639,3,BBC Monitoring Africa - Political 22/6/00,ADF rebels rae reported to have infiltrated the area,0
500,849UGA,90052,15/06/2000,2000,3,Non-violent activity by a conflict actor,UNRF II: Uganda National Rescue Front II,,2,,,0,20,Uganda,West Nile,Yumbe,,Drajini,3.4464,31.2703,2,"UN IRIN, 6/12/2001",UNRF II rebels recruiting child soldiers,0
500,850UGA,90053,15/06/2000,2000,3,Non-violent activity by a conflict actor,UNRF II: Uganda National Rescue Front II,,2,,,0,20,Uganda,West Nile,Arua,,Kitini,3.01917,30.93083,2,"UN IRIN, 6/12/2001",UNRF II rebels recruiting child soldiers,0
500,852UGA,90055,17/06/2000,2000,2,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,South Western,Bushenyi,,Katima,-0.45,30.1167,1,BBC Monitoring Africa - Political 22/6/00,ADF rebel attacked on two occasions - hundreds of people were displaced,0
500,853UGA,90056,18/06/2000,2000,2,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,South Western,Bushenyi,,Katima,-0.45,30.1167,1,BBC Monitoring Africa - Political 22/6/00,ADF rebel attacked on two occasions - hundreds of people were displaced,0
500,854UGA,90057,19/06/2000,2000,2,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Kitgum,,Kitgum Matidi,3.23667,33.09306,1,BBC Monitoring Africa - Political 26/6/00,LRA rebels ambushed a passenger vehicle - 4 people were killed and 6 others were injured,4
500,856UGA,90059,22/06/2000,2000,1,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,BBC Monitoring Africa - Political 26/6/00,LRA rebels raided a camp in Latanya Hills,2
500,855UGA,90058,22/06/2000,2000,1,Battle-No change of territory,LRA: Lord's Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,BBC Monitoring Africa - Political 26/6/00,Ugandan army killed 2 LRA rebels when they raided a camp in Latanya Hills,2
500,860UGA,90063,23/06/2000,2000,1,Violence against civilians,Bokora Ethnic Militia (Uganda),,4,Civilians (Uganda),Matheniko Ethnic Group (Uganda),7,47,Uganda,Karamoja,Napak,,Nakicumet,2.3333,34.25,2,"All Africa 24/6/00, BBC Monitoring Africa - Political 29/6/00",Bokora clan attacked Matheniko clan (both Karamojong) in a cattle raid,0
500,859UGA,90062,23/06/2000,2000,1,Battle-No change of territory,Bokora Ethnic Militia (Uganda),,4,Matheniko Ethnic Militia (Uganda),,4,44,Uganda,Karamoja,Napak,,Nakicumet,2.3333,34.25,2,"All Africa 24/6/00, BBC Monitoring Africa - Political 29/6/00",Bokora clan attacked Matheniko clan (both Karamojong) in a cattle raid leading to a battle between the two groups - 11 Bokora were killed,4
